INDEX	Specimen CODE	collectionNumber	Alt_Coll_No	LABEL_Species_author	Cleaned_NAMES-USE-THIS	id_modifier	Genus	Species_ept	collectionDate	collectors	Material type	Received by MOR	country	state/province	substate	substateRank	site	habitat	associates	Flower	Fruit	Veg	MatureBuds	DBH-cm	Height-m	plantAttributesOther	elevation	elevationSource	determinationOriginal	subsequentDetermination	detBy	detDate	determinationNotes	sourceInstitution	livingCollectionsNumber	OrigSourceInfo	Original Source- Cultivated	waypoint	latitude.orig	longitude.orig	datum	utm_zone	utm_northing	utm_easting	Altitude	coordinatesSource	photos	Collecting_Extracting notes	Expedition	Project	DNA_location	voucher1	voucher2	voucher3	otherVouchers	MOR_Acc_Num	Voucher_Notes	MOR_Barcode	MorphAcc_Num	Recollect_Date	Recollect_Num	Recollect_Collecters	Sent to Floragenex	RAD Batch.No	RAD sequencing notes	TEMP	Mira used for:	Wild_Arb_GH_Collected	Paper References	latitude_georef	longitude_georef	Georeference_source	country-georef	state_province_georef	County_georef	City_georef	Tip_labels 	Andrews Paper	Voucher Imaged	SPECIES-LINK-TO-TAXONOMY (no vars)	Cronn CP Sequenced	SRA_bioproject_accession	SRA_biosample_accession	SRA_library_ID	SRA_title_correct_LOCALITY_INFO	SRA_filename	SRA_Publication	SRA_SEQUENCES USED IN 	SRA_NOTES	Sequenced on 	Sequencing Summary	Floragenex Lib.No	EXTRACTION LABELING
2343	QUE002343	MI-MG680		Quercus alba L.			Quercus	alba	8/16/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Washtenaw	County	Barton Nature Area, Ann Arbor, Roadside by Bird Hill Natural Area	Oak hickory woods									872		Quercus alba L.										42.30825	-83.75947					872 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002343, collection#: MI-MG680
2344	QUE002344	MI-MG681		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/16/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Washtenaw	County	Barton Nature Area, Ann Arbor, Roadside	Oak hickory woods									823		Quercus macrocarpa Michx.										42.30830	-83.75655					823 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus macrocarpa Michx., SPMCODE: QUE002344, collection#: MI-MG681
2345	QUE002345	MI-MG682		Quercus alba L.			Quercus	alba	8/16/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Washtenaw	County	Barton Nature Area, Ann Arbor, Picnic Area	Oak hickory woods									841		Quercus alba L.										42.30794	-83.75708					841 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002345, collection#: MI-MG682
2346	QUE002346	MI-MG683		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									867		Quercus alba L.										42.76774	-84.39124					867 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide	wild																									Quercus alba L., SPMCODE: QUE002346, collection#: MI-MG683
2347	QUE002347	MI-MG684		Quercus bicolor Willd.			Quercus	bicolor	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									910		Quercus bicolor Willd.										42.76743	-84.39080					910 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide	wild																									Quercus bicolor Willd., SPMCODE: QUE002347, collection#: MI-MG684
2348	QUE002348	MI-MG685		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									869		Quercus alba L.										42.76748	-84.39091					869 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002348, collection#: MI-MG685
2349	QUE002349	MI-MG686		Quercus hybrid? Alba x macrocarpa?			Quercus		8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									810		Quercus										42.76776	-84.39039					810 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus hybrid? Alba x macrocarpa?, SPMCODE: QUE002349, collection#: MI-MG686
2350	QUE002350	MI-MG687		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									905		Quercus alba L.										42.76800	-84.38951					905 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002350, collection#: MI-MG687
2351	QUE002351	MI-MG688		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									851		Quercus macrocarpa Michx.										42.76807	-84.39044					851 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002351, collection#: MI-MG688
2352	QUE002352	MI-MG689		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									910		Quercus alba L.										42.76824	-84.39066					910 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002352, collection#: MI-MG689
2353	QUE002353	MI-MG690		Quercus bicolor Willd.			Quercus	bicolor	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing	Oak hickory woods									878		Quercus bicolor Willd.										42.76803	-84.39164					878 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus bicolor Willd., SPMCODE: QUE002353, collection#: MI-MG690
2354	QUE002354	MI-MG691		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									901		Quercus alba L.										42.76691	-84.39106					901 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002354, collection#: MI-MG691
2355	QUE002355	MI-MG692		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Picnic Area	Oak hickory woods									909		Quercus alba L.										42.76662	-84.39114					909 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												DNA Barcoding	wild																									Quercus alba L., SPMCODE: QUE002355, collection#: MI-MG692
2356	QUE002356	MI-MG693		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Edge of marsh	Oak hickory woods									887		Quercus macrocarpa Michx.										42.76512	-84.38902					887 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												DNA Barcoding	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002356, collection#: MI-MG693
2357	QUE002357	MI-MG694		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing	Oak hickory woods									950		Quercus alba L.										42.76462	-84.38621					950 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002357, collection#: MI-MG694
2358	QUE002358	MI-MG695		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing	Oak hickory woods									920		Quercus alba L.										42.76523	-84.38376					920 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002358, collection#: MI-MG695
2359	QUE002359	MI-MG696		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing	Oak hickory woods									952		Quercus alba L.										42.76555	-84.38286					952 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus alba L., SPMCODE: QUE002359, collection#: MI-MG696
2360	QUE002360	MI-MG697		Quercus bicolor Willd.			Quercus	bicolor	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Edge of marsh	Oak hickory woods									953		Quercus bicolor Willd.										42.79514	-84.39266					953 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												DNA Barcoding	wild																									Quercus bicolor Willd., SPMCODE: QUE002360, collection#: MI-MG697
2361	QUE002361	MI-MG698		Quercus bicolor Willd.			Quercus	bicolor	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Edge of marsh	Oak hickory woods									908		Quercus bicolor Willd.										42.76526	-84.38254					908 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												DNA Barcoding	wild																									Quercus bicolor Willd., SPMCODE: QUE002361, collection#: MI-MG698
2362	QUE002362	MI-MG699		Quercus alba L.			Quercus	alba	8/17/2017	Mira Garner, Kasey Pham	fresh, frozen	8/18/2017	USA	Michigan	Ingham	County	Lake Lansing Park, East Lansing, Edge of marsh	Oak hickory woods									904		Quercus alba L.										42.76512	-84.38236					904 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide	wild																									Quercus alba L., SPMCODE: QUE002362, collection#: MI-MG699
2363	QUE002363	WI-MG700		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1180		Quercus alba L.										43.01628	-90.11329					1180 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002363, collection#: WI-MG700
2364	QUE002364	WI-MG701		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1105		Quercus macrocarpa Michx.										43.01643	-90.11418					1105 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002364, collection#: WI-MG701
2365	QUE002365	WI-MG702		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1110		Quercus macrocarpa Michx.										43.01642	-90.11423					1110 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002365, collection#: WI-MG702
2366	QUE002366	WI-MG703		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1153		Quercus alba L.										43.01676	-90.11419					1153 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002366, collection#: WI-MG703
2367	QUE002367	WI-MG704		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1133		Quercus macrocarpa Michx.										43.01685	-90.11481					1133 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002367, collection#: WI-MG704
2368	QUE002368	WI-MG705		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1172		Quercus macrocarpa Michx.										43.01993	-90.11587					1172 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002368, collection#: WI-MG705
2369	QUE002369	WI-MG706		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1195		Quercus macrocarpa Michx.										43.02128	-90.11695					1195 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002369, collection#: WI-MG706
2370	QUE002370	WI-MG707		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1201		Quercus macrocarpa Michx.										43.02158	-90.11810					1201 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002370, collection#: WI-MG707
2371	QUE002371	WI-MG708		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1172		Quercus macrocarpa Michx.										43.02073	-90.11771					1172 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002371, collection#: WI-MG708
2372	QUE002372	WI-MG709		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1174		Quercus macrocarpa Michx.										43.02013	-90.11736					1174 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x													wild																									Quercus macrocarpa Michx., SPMCODE: QUE002372, collection#: WI-MG709
2373	QUE002373	WI-MG710		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1158		Quercus macrocarpa Michx.										43.01930	-90.11692					1158 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002373, collection#: WI-MG710
2374	QUE002374	WI-MG711		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1177		Quercus macrocarpa Michx.										43.01828	-90.11701					1177 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002374, collection#: WI-MG711
2375	QUE002375	WI-MG712		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1104		Quercus alba L.										43.01817	-90.11679					1104 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002375, collection#: WI-MG712
2376	QUE002376	WI-MG713		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1040		Quercus alba L.										43.01908	-90.11810					1040 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002376, collection#: WI-MG713
2377	QUE002377	WI-MG714		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Lost Canyon Trail	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								985		Quercus alba L.										43.01969	-90.11855					985 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002377, collection#: WI-MG714
2378	QUE002378	WI-MG715		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1180		Quercus macrocarpa Michx.										43.02096	-90.11738					1180 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002378, collection#: WI-MG715
2379	QUE002379	WI-MG716		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1219		Quercus macrocarpa Michx.										43.02037	-90.11654					1219 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002379, collection#: WI-MG716
2380	QUE002380	WI-MG717		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1138		Quercus alba L.										43.01552	-90.11219					1138 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002380, collection#: WI-MG717
2381	QUE002381	WI-MG718		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1080		Quercus alba L.										43.01501	-90.11200					1080 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002381, collection#: WI-MG718
2382	QUE002382	WI-MG719		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1120		Quercus alba L.										43.01536	-90.11316					1120 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002382, collection#: WI-MG719
2383	QUE002383	WI-MG720		Quercus alba L.			Quercus	alba	8/22/2017	Mira Garner	fresh, frozen	8/25/2017	USA	Wisconsin	Iowa	County	Governor Dodge State Park, Dodgeville, Cox Hollow Campground	Upland woods	Quercus alba, Quercus macrocarpa, black oak, maple, cedar								1139		Quercus alba L.										43.01563	-90.11357					1139 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002383, collection#: WI-MG720
2384	QUE002384	WI-MG721		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										959		Quercus macrocarpa Michx.										43.01546	-88.44251					959 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002384, collection#: WI-MG721
2385	QUE002385	WI-MG722		Quercus alba L.			Quercus	alba	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										918		Quercus alba L.										43.01574	-88.44255					918 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Rangewide, Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002385, collection#: WI-MG722
2386	QUE002386	WI-MG723		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										914		Quercus macrocarpa Michx.										43.01666	-88.43992					914 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002386, collection#: WI-MG723
2387	QUE002387	WI-MG724		Quercus alba L.			Quercus	alba	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										924		Quercus alba L.										43.01774	-88.44054					924 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002387, collection#: WI-MG724
2388	QUE002388	WI-MG725		Quercus macrocarpa Michx.			Quercus	macrocarpa	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										902		Quercus macrocarpa Michx.										43.01801	-88.43972					902 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus macrocarpa Michx., SPMCODE: QUE002388, collection#: WI-MG725
2389	QUE002389	WI-MG726		Quercus alba L.			Quercus	alba	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										916		Quercus alba L.										43.01881	-88.43957					916 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002389, collection#: WI-MG726
2390	QUE002390	WI-MG727		Quercus alba L.			Quercus	alba	8/23/2017	Mira Garner, Nancy Deaton, Marlin Johnson	fresh, frozen	8/25/2017	USA	Wisconsin	Waukesha	County	University of Wisconsin - Waukesha Field Station, Ottawa										952		Quercus alba L.										43.01822	-88.43935					952 ft					Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005		MOR-unmounted	x	x	x												Fungal Endophytes	wild																									Quercus alba L., SPMCODE: QUE002390, collection#: WI-MG727
