INDEX	Specimen CODE	collectionNumber	Alt_Coll_No	LABEL_Species_author	Cleaned_NAMES-USE-THIS	id_modifier	Genus	Species_ept	collectionDate	collectors	Material type	Received by MOR	country	state/province	substate	substateRank	site	habitat	associates	Flower	Fruit	Veg	MatureBuds	DBH-cm	Height-m	plantAttributesOther	elevation	elevationSource	determinationOriginal	subsequentDetermination	detBy	detDate	determinationNotes	sourceInstitution	livingCollectionsNumber	OrigSourceInfo	Original Source- Cultivated	waypoint	latitude.orig	longitude.orig	datum	utm_zone	utm_northing	utm_easting	Altitude	coordinatesSource	photos	Collecting_Extracting notes	Expedition	Project	DNA_location	voucher1	voucher2	voucher3	otherVouchers	MOR_Acc_Num	Voucher_Notes	MOR_Barcode	MorphAcc_Num	Recollect_Date	Recollect_Num	Recollect_Collecters	Sent to Floragenex	RAD Batch.No	RAD sequencing notes	TEMP	Mira used for:	Wild_Arb_GH_Collected	Paper References	latitude_georef	longitude_georef	Georeference_source	country-georef	state_province_georef	County_georef	City_georef	Tip_labels 	Andrews Paper	Voucher Imaged	SPECIES-LINK-TO-TAXONOMY (no vars)	Cronn CP Sequenced	SRA_bioproject_accession	SRA_biosample_accession	SRA_library_ID	SRA_title_correct_LOCALITY_INFO	SRA_filename	SRA_Publication	SRA_SEQUENCES USED IN 	SRA_NOTES	Sequenced on 	Sequencing Summary	Floragenex Lib.No	EXTRACTION LABELING
638	QUE000638	IL-SH-25	IL-SH-025	Quercus stellata Wangenh.	#N/A		Quercus	stellata	41072	Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 3	Arboretum				Y		6.5	3.7				Quercus stellata					Starhill Forest Arboretum	1994-066	Hillview Haven; St. James, MO, USA		n/a	39.93532629	-89.80228717		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175279										Starhill Forest Arboretum		Arboretum												Quercus stellata Wangenh													
639	QUE000639	IL-SH-26	IL-SH-026	Quercus montana Willd.	#N/A		Quercus	montana	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 1	Arboretum				Y		19	12.2				Quercus montana		A. Hipp	10/31/2013	!	Starhill Forest Arboretum	1981-029	near Stonefort; IL, USA 		n/a	39.93531841	-89.80211039		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175282										Starhill Forest Arboretum		Arboretum												Quercus montana Willd.													
640	QUE000640	IL-SH-27	IL-SH-027	Quercus macrocarpa Michx.	Quercus macrocarpa		Quercus	macrocarpa	6/12/2012	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 3	Arboretum				Y		13	13.7				Quercus macrocarpa		A. Hipp	10/31/2013	!	Starhill Forest Arboretum	1985-022	Beall Woods SP;  IL; Wabash Co.; USA	F	n/a	39.93520894	-89.80212238		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175283							OAK-MOR-249	Batch 4		Starhill Forest Arboretum		Arboretum		38.350733	-87.822595	google map to Beall Woods state park	USA	Illinois	Wabash			Quercus macrocarpa | OAK-MOR-249 |  : 		Quercus macrocarpa Michx.	OAK-MOR-249a	PRJNA376740	0	OAK-MOR-249	PstI RADseq of Quercus macrocarpa from USA: Illinois	OAK-MOR-249.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
641	QUE000641	IL-SH-28	IL-SH-028	Quercus texana Buckley	Quercus texana		Quercus	texana	6/12/2012	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 1	Arboretum				Y		22.5	18.3				Quercus nuttallii var. cachensis	Quercus texana	MH- syn name	2012		Starhill Forest Arboretum	1981-030	Horeshoe Lake; Olive Branch, IL, USA	F	n/a	39.93516519	-89.80216286		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175241							OAK-MOR-500	Batch 2		Starhill Forest Arboretum		Arboretum		37.169414	-89.351642	google maps of Olive Branch, IL	USA	Illinois	Alexander	Olive Branch	Quercus texana = Quercus nuttallii var. cachensis _>OAK-MOR-500	Quercus texana | OAK-MOR-500 | USA : Illinois	http://quercus.lifedesks.org/node/976	Quercus texana Buckley		PRJNA376740	0	OAK-MOR-500	PstI RADseq of Quercus texana from USA : Illinois	OAK-MOR-500.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
642	QUE000642	IL-SH-29	IL-SH-029	Quercus velutina Lam.	#N/A		Quercus	velutina	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 2	Arboretum				Y		24	18.3				Quercus velutina					Starhill Forest Arboretum	1900-047	SHF spont.; Petersburg, IL		n/a	39.9350724	-89.80222472		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175281										Starhill Forest Arboretum		Arboretum		39.9350724	-89.80222472	spont. Keep gps coordinates.	USA	Illinois	Menard					Quercus velutina Lam.													
643	QUE000643	IL-SH-30	IL-SH-030	Quercus bicolor Willd.	#N/A		Quercus	bicolor	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 1	Arboretum				Y		13	10.7				Quercus bicolor					Starhill Forest Arboretum	1982-027	Mohawk Club; Schneider, IN, USA		n/a	39.9351299	-89.80233343		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175280										Starhill Forest Arboretum		Arboretum												Quercus bicolor Willd.													
644	QUE000644	IL-SH-31	IL-SH-031	Quercus lyrata Walter	Quercus lyrata		Quercus	lyrata	6/12/2012	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 3	Arboretum				Y		13	15.3				Quercus lyrata					Starhill Forest Arboretum	1988-012	Grand Tower; Grand Tower; IL; USA	F	n/a	39.93501121	-89.80223897		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: A couple of lower branches had no leaves.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175357							OAK-MOR-245	Batch 4		Starhill Forest Arboretum		Arboretum		37.637165	-89.496996	Google maps to center of grand tower, IL	USA	Illinois	Jackson	grand tower		Quercus lyrata | OAK-MOR-245 | 	http://quercus.lifedesks.org/node/972	Quercus lyrata Walter	OAK-MOR-245a	PRJNA376740	0	OAK-MOR-245	PstI RADseq of Quercus lyrata from USA: Illinois	OAK-MOR-245.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
645	QUE000645	IL-SH-32	IL-SH-032	Quercus faginea Lam.	#N/A		Quercus	faginea	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 1	Arboretum				Y		4	1.5				Quercus faginea 					Starhill Forest Arboretum	1995-018	Stephane Brame; Paris, France ; Cultivated		n/a	39.93495287	-89.80235749		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Small specimen, small voucher was taken.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175243										Starhill Forest Arboretum		Arboretum												Quercus faginea Lam.													
646	QUE000646	IL-SH-33	IL-SH-033	Quercus georgiana M. A. Curtis	#N/A		Quercus	georgiana	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: A; Lot#: 2	Arboretum				Y		15	7.6				Quercus georgiana					Starhill Forest Arboretum	1994-029	Woodlanders Nurs.; Aiken, SC,  USA; Pine Mtn. GA		n/a	39.9348279	-89.80209421		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175350										Starhill Forest Arboretum		Arboretum												Quercus georgiana M. A. Curtis													
647	QUE000647	IL-SH-34	IL-SH-034	Quercus georgiana M. A. Curtis	#N/A		Quercus	georgiana	41072	Marlene Hahn, Breane Budaitis, Kelsey Tucker, Audrey Brauer			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: A; Lot#: 1	Arboretum				Y		5 trunks near ground level; main trunk 10 cm, all others 2 cm	4.6				Quercus georgiana					Starhill Forest Arboretum	1994-030	Stone Mountain; Stone Mountain; GA, USA		n/a	39.93484743	-89.80204962		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Smaller shoots surrounding main trunk.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175351										Starhill Forest Arboretum		Arboretum												Quercus georgiana M. A. Curtis													
648	QUE000648	IL-SH-35	IL-SH-035	Quercus chapmanii Sarg.	#N/A		Quercus	chapmanii	41072	Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: BB; Lot#: 1	Arboretum				Y		5	2.4				Quercus chapmanii					Starhill Forest Arboretum	2001-034	Ron Lance; USA		n/a	39.93535	-89.8012666667		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175277										Starhill Forest Arboretum		Arboretum												Quercus chapmanii Sarg.													
649	QUE000649	IL-SH-36	IL-SH-036	Quercus mohriana Buckley ex Rydb.	Quercus mohriana		Quercus	mohriana	6/12/2012	Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: BB; Lot#: 1	Arboretum				Y		4	1.7				Quercus mohriana					Starhill Forest Arboretum	2002-042	Turrell Co., TX, USA	F	n/a	39.93537323	-89.8011567		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175276							OAK-MOR-222	Batch 1		Starhill Forest Arboretum		Arboretum		30.23361	-102.178456	Google Earth to Terrell Co., Tx	USA	Texas	Turrell		Quercus mohriana_>OAK-MOR-222	Quercus mohriana | OAK-MOR-222 | USA : Texas	http://quercus.lifedesks.org/node/974	Quercus mohriana Buckley ex Rydb.		PRJNA376740	0	OAK-MOR-222	PstI RADseq of Quercus mohriana from USA : Texas	OAK-MOR-222.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
650	QUE000650	IL-SH-37	IL-SH-037	Quercus turbinella Greene	#N/A		Quercus	turbinella	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: BB; Lot#: 3	Arboretum				Y		1/10th	0.3				Quercus turbinella					Starhill Forest Arboretum	2002-046	Turkey Ck., Gila NF; NM, USA		n/a	39.9354	-89.8011833333		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Very small specimen, only leaf for DNA collected, photo voucher.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR-photo voucher	x	x	x	176069										Starhill Forest Arboretum		Arboretum												Quercus turbinella Greene													
651	QUE000651	IL-SH-38	IL-SH-038	Quercus incana Bartram	#N/A		Quercus	incana	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: BB; Lot#: 2	Arboretum				Y		1/5th	1.5				Quercus incana					Starhill Forest Arboretum	2002-029	Florida Panhandle, USA		n/a	39.9354	-89.8012		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: main trunk dead; small shoots. Several leaves collected for voucher along with photo. 		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	178217										Starhill Forest Arboretum		Arboretum												Quercus incana Bartram													
652	QUE000652	IL-SH-39	IL-SH-039	Quercus ilicifolia Wangenh.	#N/A		Quercus	ilicifolia	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 3	Arboretum				Y		10	6.1				Quercus ilicifolia					Starhill Forest Arboretum	1994-032	Acadia NP; ME,  USA		n/a	39.93488498	-89.80211106		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Some branches near bottom of tree missing leaves; 2 trunks near ground level.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175272										Starhill Forest Arboretum		Arboretum												Quercus ilicifolia Wangenh.													
653	QUE000653	IL-SH-40	IL-SH-040	Quercus falcata Michx.	#N/A		Quercus	falcata	41072	Marlene Hahn, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: AA; Lot#: 4	Arboretum				Y		15	15.3				Quercus falcata					Starhill Forest Arboretum	1994-026	Murphysboro Cem.; Murphysboro, IL, USA		n/a	39.93530349	-89.80232907		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	x	x	175273										Starhill Forest Arboretum		Arboretum												Quercus falcata Michx.													
654	QUE000654	IL-SH-41	IL-SH-041	Quercus pubescens Willd.	Quercus pubescens		Quercus	pubescens	6/12/2012	Marlene Hahn, Breane Budaitis,Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OB; Lot#: 3	Arboretum				Y		10	6.1				Quercus pubescens					Starhill Forest Arboretum	2003-047	Lure Mtn. N Slope; 100 K N. of Marseille, France	F	n/a	39.93383498	-89.80117229		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Some leaves frost-bitten		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	DUKE		175275							OAK-MOR-496	Batch 1		Starhill Forest Arboretum		Arboretum		44.117383	5.773676	Google Earth~100 km of Marseille, France. + google search for Lure Mountains 	France			Marseille	Quercus pubescens_>OAK-MOR-496	Quercus pubescens | OAK-MOR-496 | France : 	http://quercus.lifedesks.org/node/1002	Quercus pubescens Willd.		PRJNA376740	0	OAK-MOR-496	PstI RADseq of Quercus pubescens from France	OAK-MOR-496.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
655	QUE000655	IL-SH-42	IL-SH-042	Quercus pubescens Willd.	#N/A		Quercus	pubescens	41072	Marlene Hahn, Breane Budaitis, Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OB; Lot#: 2	Arboretum				Y		13	6.1				Quercus pubescens					Starhill Forest Arboretum	1999-038	Dept. of Lot,  France 		n/a	39.93390966	-89.80109031		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	x	x	175274										Starhill Forest Arboretum		Arboretum												Quercus pubescens Willd.													
656	QUE000656	IL-SH-43	IL-SH-043	 Quercus petraea subsp. iberica (Steven ex M. Bieb.) Krassiln.	#N/A		Quercus	petraea subsp. iberica	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOB; Lot#: 1	Arboretum				Y		10	4.6				Quercus polycarpa	Q. petraea subsp. Iberica	M.Hahn	11/9/2012	syn name	Starhill Forest Arboretum	2003-046	Mihaesti, Romania		n/a	39.93349149	-89.80114756		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: 1 side of the tree seems to have larger leaves than other sides of tree.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	x	x	175226										Starhill Forest Arboretum		Arboretum												Quercus petraea (Matt.) Liebl.													
657	QUE000657	IL-SH-44	IL-SH-044	Quercus macranthera subsp. syspirensis (K.Koch) Menitsky	Quercus macranthera ssp. syspirensis		Quercus	macranthera subsp. syspirensis	6/12/2012	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOB; Lot#: 1	Arboretum				Y		3	1.5				Quercus macranthera subsp. syspirensis					Starhill Forest Arboretum	2005-062	Erzerum, Askale, Kaspinar; Turkey; 1950m;  40-46-45N/40-44-32E	F	n/a	39.93323115	-89.80138293		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: 1 trunk cut; lenticils		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x								OAK-MOR-486	Batch 1		Starhill Forest Arboretum		Arboretum		40.779166	40.74222	GPS	Turkey	Erzurum	Kaspinar		Quercus macranthera subsp. syspirensis_>OAK-MOR-486	Quercus macranthera ssp. syspirensis | OAK-MOR-486 | Turkey : Erzurum		Quercus macranthera Fisch. & C. A. Mey. ex Hohen.		PRJNA376740	0	OAK-MOR-486	PstI RADseq of Quercus macranthera ssp. syspirensis from Turkey : Erzurum	OAK-MOR-486.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
658	QUE000658	IL-SH-45	IL-SH-045	Quercus dalechampii Ten.	Quercus dalechampii		Quercus	dalechampii	6/12/2012	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOB; Lot#: 1	Arboretum				Y		5	2.4				Quercus dalechampii					Starhill Forest Arboretum	2006-049	Zemplen Mts.; Tokaj, Hungary	F	n/a	39.93332947	-89.80175081		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: lichen on bark.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175227							OAK-MOR-346	Batch 1		Starhill Forest Arboretum		Arboretum		48.129866	21.38759	Google Earth to Tokaj, Hungary	Hungary	Tokaj			Quercus dalechampii_>OAK-MOR-346	Quercus dalechampii | OAK-MOR-346 | 		Quercus dalechampii Ten.		PRJNA376740	0	OAK-MOR-346	PstI RADseq of Quercus dalechampii from Hungary: Tokaj	OAK-MOR-346.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
659	QUE000659	IL-SH-46	IL-SH-046	Quercus margarettae (Ashe) Small	#N/A		Quercus	margarettae	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOA; Lot#: 2	Arboretum				Y		2.5	1.5				Quercus margaretta					Starhill Forest Arboretum	2008-055	Jasper Co., SC, USA		n/a	39.9332	-89.8020333333		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Many branches without leaves.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175228										Starhill Forest Arboretum		Arboretum												Quercus margarettae (Ashe) Small													
660	QUE000660	IL-SH-47	IL-SH-047	Quercus michauxii Nutt.	#N/A		Quercus	michauxii	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOA; Lot#: 3	Arboretum				Y		7	3.4				Quercus michauxii					Starhill Forest Arboretum	2005-066	Redcliffe Plantation; SC, USA		n/a	39.93328404	-89.80217854		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175340										Starhill Forest Arboretum		Arboretum												Quercus michauxii Nutt.													
661	QUE000661	IL-SH-48	IL-SH-048	Quercus austrina Small	Quercus austrina		Quercus	austrina	6/12/2012	Marlene Hahn, Breane Budaitis,& Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOA; Lot#: 1	Arboretum				Y		8	2.7				Quercus austrina					Starhill Forest Arboretum	2005-048 (based upon map gps, but could be 2005-049)	Kolomoki Mounds SP;  GA, Early Co., USA	F	n/a	39.93321581	-89.80229102		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Fair amount of frost bite damage.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175342							OAK-MOR-511	Batch 1		Starhill Forest Arboretum		Arboretum		31.468422	-84.938351	Google earth	USA	Georgia	Early		Quercus austrina_>OAK-MOR-511	Quercus austrina | OAK-MOR-511 | USA : Georgia	http://quercus.lifedesks.org/node/1005	Quercus austrina Small		PRJNA376740	0	OAK-MOR-511	PstI RADseq of Quercus austrina from USA : Georgia	OAK-MOR-511.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
662	QUE000662	IL-SH-49	IL-SH-049	Quercus margarettae (Ashe) Small	Quercus margarettae		Quercus	margarettae	6/12/2012	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOA; Lot#: 4	Arboretum				Y		2	1.5				Quercus margaretta					Starhill Forest Arboretum	2011-018	Bob McCartney; Aiken, SC, USA	F	n/a	39.93322972	-89.80235992		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Small specimens; not many leaves, only small voucher collected.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x								OAK-MOR-221	Batch 3		Starhill Forest Arboretum		Arboretum		33.560417	-81.719553	Google earth to Aiken, SC.	USA	South Carolina	Aiken		Quercus margarettae_>OAK-MOR-221	Quercus margarettae | OAK-MOR-221 | USA : South Carolina		Quercus margarettae (Ashe) Small		PRJNA376740	0	OAK-MOR-221	PstI RADseq of Quercus margarettae from USA : South Carolina	OAK-MOR-221.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
663	QUE000663	IL-SH-50	IL-SH-050	Quercus rubra L.	#N/A		Quercus	rubra	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOA; Lot#: 1	Arboretum				Y		14	7.6				Quercus rubra					Starhill Forest Arboretum	2004-058	Red Eagle Pond, White Mts.;  NH, USA 		n/a	39.93348948	-89.80244583		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	x	x	175343										Starhill Forest Arboretum		Arboretum												Quercus rubra L.													
664	QUE000664	IL-SH-51	IL-SH-051	Quercus margarettae (Ashe) Small	#N/A		Quercus	margarettae	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOOA; Lot#: 3	Arboretum				Y		2	1.2				Quercus margaretta					Starhill Forest Arboretum	2009-177	GA, USA		n/a	39.9328333333	-89.802		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Small specimen, very small voucher.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x											Starhill Forest Arboretum		Arboretum												Quercus margarettae (Ashe) Small													
